College,Branch,Quota,Caste,Gender,Opening Rank,Closing Rank,year,round
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,4525,4781,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M. Tech VLSI & Electronic System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,1956,1956,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,14793,19711,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,6724,7200,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,4790,4882,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Electronics and Communication Engineering - Design and Manufacturing + M.Tech Signal Processing & Communication System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2696,2747,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,13421,19258,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,992,992,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6457,7510,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,2817,4677,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical – Smart Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1309,2017,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,17646,21986,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,5822,7803,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,3391,4588,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Advanced Manufacturing) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2587,2587,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,,19156,21222,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,,6600,7557,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,,4032,4851,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering (D and M)  and M.Tech (Product Design) (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,,2140,2193,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,9674,17029,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3711,6104,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,2574,4348,2016,1
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1547,1695,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,4652,12186,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,558,558,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3233,5644,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,373,373,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,1791,3759,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),,168,168,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1559,2430,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,12422,16830,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,531,692,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4999,6959,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,377,377,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,3169,4507,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1921,2410,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,11436,18912,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,854,890,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5062,7299,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,403,403,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,,2576,4561,2016,1
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,,1662,1961,2016,1
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,11484,24070,2016,1
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8084,8887,2016,1
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,4853,5141,2016,1
Indian Institute of Information Technology  Manipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2179,2665,2016,1
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,25232,28305,2016,1
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8448,9483,2016,1
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,4752,5336,2016,1
Indian Institute of Information Technology  Manipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,2591,2773,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,3036,11389,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3386,5513,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2926,3844,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),,57,57,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1580,1761,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,2743,15273,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,827,827,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4697,6430,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,3928,4027,2016,1
"Indian Institute of Information Technology Srirangam, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1439,1578,2016,1
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,,6148,16307,2016,1
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,650,650,2016,1
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4515,7481,2016,1
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,SC,,2156,3410,2016,1
Indian Institute of Information Technology Lucknow,"Information Technology (4 Years, Bachelor of Technology)",AI,ST,,1756,2810,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,6739,15068,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,225,225,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4028,6456,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2185,4421,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1242,1862,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,7607,17790,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,683,683,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5554,7749,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,1596,4638,2016,1
Indian Institute of Information Technology(IIIT) Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1581,2040,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,13782,18971,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5242,7412,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,243,243,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,SC,,3299,4358,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Computer Engineering (4 Years, Bachelor of Technology)",AI,ST,,2035,2113,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,14582,21396,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,811,811,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6249,8024,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,1982,4400,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Electronics and Communication Engineering - Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1955,2067,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN,,16405,23234,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,872,872,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6216,8535,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,SC,,3488,4716,2016,1
"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh","Mechanical Engineering- Design and Manufacturing (4 Years, Bachelor of Technology)",AI,ST,,1381,1906,2016,1
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,13788,18382,2016,1
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,737,737,2016,1
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4779,7207,2016,1
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,297,297,2016,1
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2001,4643,2016,1
Indian Institute of Information Technology(IIIT) Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2003,2449,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,14208,19157,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5789,7512,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,291,291,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,3933,4665,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1825,2195,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,16808,21820,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,747,747,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6805,8120,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,4647,4896,2016,1
Indian Institute of Information Technology (IIIT) Ranchi,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,2370,2527,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,6255,14757,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,450,450,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4024,6030,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,1781,3262,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1173,1569,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,13109,19065,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4519,6885,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,391,391,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,2104,3371,2016,1
Indian Institute of Information Technology (IIIT) Nagpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1148,1540,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,1706,10579,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,429,429,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,2111,6283,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,317,317,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,1573,3693,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,931,1718,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,9632,16161,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,393,393,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,3913,7496,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,310,310,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,2411,4073,2016,1
Indian Institute of Information Technology (IIIT) Pune,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1435,2012,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,28101,32034,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1120,1120,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,10097,10493,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,,5933,6364,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,,1985,1985,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,48996,72122,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,31024,33018,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,,7671,9449,2016,1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,,3025,3060,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,12166,24532,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,785,785,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,7635,8804,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,4636,5478,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2226,2226,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,30444,58668,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,21616,28471,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,,6592,6812,2016,1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,,2848,3202,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,21610,27362,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,845,845,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8536,9056,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,5527,5539,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,1984,1984,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,49930,58406,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,27616,28965,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,,6548,7125,2016,1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,,2994,2994,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,OPEN,,1385,3788,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,SC,,473,499,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",HS,ST,,231,449,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN,,698,1720,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),,78,78,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,SC,,314,328,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",OS,ST,,114,114,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,,26753,37771,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),,1927,1927,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,,6801,9289,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",HS,ST,,4583,6841,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,,14371,25436,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),,516,516,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,,4972,5896,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",OS,ST,,2390,2940,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,20252,28158,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,,6726,8535,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,,1592,5214,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,,14983,18928,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,,3917,4470,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,,2000,2078,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,OPEN,,28249,35188,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,SC,,8330,9362,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",HS,ST,,5949,6779,2016,1
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (Plastic and Polymer) (4 Years, Bachelor of Technology)",OS,OPEN,,15155,22994,2016,1
